2023 Lower Weather Meterological Hourly Data (Summary),,
,,
Reference Dataset with the following format:,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",
2/2/2023 10:30,238,-5.203
2/2/2023 10:45,237.9,-4.736
2/2/2023 11:00,238.1,-3.135
2/2/2023 11:15,237.9,-4.574
2/2/2023 11:30,238,-4.108
2/2/2023 11:45,238,-3.054
2/2/2023 12:00,237.8,-3.774
2/2/2023 12:15,237.8,-2
2/2/2023 12:30,238.1,-2.648
2/2/2023 12:45,237.7,-1.778
2/2/2023 13:00,237.9,-2.386
2/2/2023 13:15,237.9,-1.96
2/2/2023 13:30,237.7,-1.515
2/2/2023 13:45,237.7,-0.948
2/2/2023 14:00,237.5,-0.806
2/2/2023 14:15,237.4,-0.806
2/2/2023 14:30,237.5,-0.3
2/2/2023 14:45,237.8,0.034
2/2/2023 15:00,237.8,-0.442
2/2/2023 15:15,237.4,0.54
2/2/2023 15:30,237.4,-0.067
2/2/2023 15:45,237.7,1.591
2/2/2023 16:00,237.4,1.338
2/2/2023 16:15,237.6,1.734
2/2/2023 16:30,237.6,2.754
2/2/2023 16:45,237.8,1.338
2/2/2023 17:00,237.5,1.096
2/2/2023 17:15,237.5,1.48
2/2/2023 17:30,237.5,1.358
2/2/2023 17:45,237.5,1.004
2/2/2023 18:00,237.6,0.651
2/2/2023 18:15,237.6,0.104
2/2/2023 18:30,237.7,-1.2
2/2/2023 18:45,237.7,-1.332
2/2/2023 19:00,237.6,0.216
2/2/2023 19:15,237.6,-1.424
2/2/2023 19:30,237.7,-2.021
2/2/2023 19:45,237.7,-2.558
2/2/2023 20:00,237.7,-2.386
2/2/2023 20:15,237.7,-3.054
2/2/2023 20:30,237.7,-2.81
2/2/2023 20:45,237.7,-3.864
2/2/2023 21:00,237.7,-3.642
2/2/2023 21:15,237.7,-3.104
2/2/2023 21:30,237.7,-2.81
2/2/2023 21:45,237.8,-3.844
2/2/2023 22:00,237.8,-3.672
2/2/2023 22:15,237.8,-3.348
2/2/2023 22:30,237.8,-3.804
2/2/2023 22:45,237.9,-4.636
2/2/2023 23:00,237.8,-4.636
2/2/2023 23:15,237.9,-4.98
2/2/2023 23:30,237.9,-4.675
2/2/2023 23:45,237.9,-4.706
2/3/2023 0:00,237.9,-4.138
2/3/2023 0:15,237.9,-4.189
2/3/2023 0:30,237.9,-4.756
2/3/2023 0:45,237.9,-4.33
2/3/2023 1:00,237.9,-4.594
2/3/2023 1:15,237.8,-5.689
2/3/2023 1:30,237.8,-5.548
2/3/2023 1:45,237.8,-5.67
2/3/2023 2:00,237.9,-5.466
2/3/2023 2:15,237.8,-5.162
2/3/2023 2:30,237.9,-4.473
2/3/2023 2:45,237.8,-4.473
2/3/2023 3:00,237.9,-4.594
2/3/2023 3:15,237.9,-4.371
2/3/2023 3:30,237.8,-4.513
2/3/2023 3:45,237.9,-5.02
2/3/2023 4:00,237.9,-4.068
2/3/2023 4:15,237.9,-3.905
2/3/2023 4:30,237.9,-4.352
2/3/2023 4:45,237.9,-3.885
2/3/2023 5:00,237.9,-4.352
2/3/2023 5:15,237.9,-4.352
2/3/2023 5:30,237.8,-4.868
2/3/2023 5:45,237.9,-4.392
2/3/2023 6:00,238,-4.452
2/3/2023 6:15,237.9,-5.04
2/3/2023 6:30,237.9,-5.426
2/3/2023 6:45,237.9,-5.588
2/3/2023 7:00,237.9,-5.03
2/3/2023 7:15,237.9,-4.432
2/3/2023 7:30,237.9,-5.71
2/3/2023 7:45,237.9,-5.172
2/3/2023 8:00,237.9,-5.182
2/3/2023 8:15,237.9,-4.898
2/3/2023 8:30,237.9,-3.824
2/3/2023 8:45,237.9,-3.662
2/3/2023 9:00,237.9,-1.97
2/3/2023 9:15,237.9,-3.864
2/3/2023 9:30,238,-2.73
2/3/2023 9:45,237.8,-2.223
2/3/2023 10:00,237.9,-3.054
2/3/2023 10:15,237.8,-2.628
2/3/2023 10:30,237.9,-2.588
2/3/2023 10:45,237.9,-2.152
2/3/2023 11:00,237.8,-2.162
2/3/2023 11:15,237.9,-2.507
2/3/2023 11:30,237.9,-0.746
2/3/2023 11:45,237.9,-0.461
2/3/2023 12:00,237.8,-2.386
2/3/2023 12:15,237.8,-1.92
2/3/2023 12:30,237.8,-0.047
2/3/2023 12:45,237.8,-1.272
2/3/2023 13:00,237.8,1.318
2/3/2023 13:15,237.8,3.299
2/3/2023 13:30,237.8,2.046
2/3/2023 13:45,237.7,0.084
2/3/2023 14:00,237.8,-0.35
2/3/2023 14:15,237.7,-0.178
2/3/2023 14:30,237.7,0.692
2/3/2023 14:45,237.8,2.33
2/3/2023 15:00,237.7,6.956
2/3/2023 15:15,237.7,5.522
2/3/2023 15:30,237.6,3.208
2/3/2023 15:45,237.6,3.542
2/3/2023 16:00,237.8,4.512
2/3/2023 16:15,237.6,3.29
2/3/2023 16:30,237.6,2.976
2/3/2023 16:45,237.6,3.623
2/3/2023 17:00,237.5,3.562
2/3/2023 17:15,237.5,1.41
2/3/2023 17:30,237.5,1.864
2/3/2023 17:45,237.5,1.43
2/3/2023 18:00,237.5,0.59
2/3/2023 18:15,237.6,1.298
2/3/2023 18:30,237.6,1.572
2/3/2023 18:45,237.6,1.51
2/3/2023 19:00,237.6,0.651
2/3/2023 19:15,237.6,1.137
2/3/2023 19:30,237.6,1.46
2/3/2023 19:45,237.7,1.066
2/3/2023 20:00,237.6,0.692
2/3/2023 20:15,237.6,1.954
2/3/2023 20:30,237.7,1.096
2/3/2023 20:45,237.7,1.39
2/3/2023 21:00,237.7,1.228
2/3/2023 21:15,237.7,1.884
2/3/2023 21:30,237.7,1.338
2/3/2023 21:45,237.6,1.277
2/3/2023 22:00,237.8,1.562
2/3/2023 22:15,237.7,1.53
2/3/2023 22:30,237.8,1.196
2/3/2023 22:45,237.8,0.914
2/3/2023 23:00,237.7,0.873
2/3/2023 23:15,237.7,1.116
2/3/2023 23:30,237.8,1.056
2/3/2023 23:45,237.6,1.622
2/4/2023 0:00,237.7,1.773
2/4/2023 0:15,237.8,1.056
2/4/2023 0:30,237.8,0.792
2/4/2023 0:45,237.6,0.651
2/4/2023 1:00,237.8,0.378
2/4/2023 1:15,237.6,1.794
2/4/2023 1:30,237.7,0.448
2/4/2023 1:45,237.7,0.024
2/4/2023 2:00,237.8,-1.079
2/4/2023 2:15,237.6,0.054
2/4/2023 2:30,237.7,0.489
2/4/2023 2:45,237.7,0.458
2/4/2023 3:00,237.7,0.297
2/4/2023 3:15,237.7,0.499
2/4/2023 3:30,237.8,1.196
2/4/2023 3:45,237.7,1.035
2/4/2023 4:00,237.7,0.67
2/4/2023 4:15,237.8,1.42
2/4/2023 4:30,237.7,1.48
2/4/2023 4:45,237.7,0.852
2/4/2023 5:00,237.8,0.145
2/4/2023 5:15,237.7,-0.088
2/4/2023 5:30,237.7,-0.482
2/4/2023 5:45,237.7,0.024
2/4/2023 6:00,237.6,0.711
2/4/2023 6:15,237.7,0.975
2/4/2023 6:30,237.7,0.508
2/4/2023 6:45,237.7,1.045
2/4/2023 7:00,237.7,0.873
2/4/2023 7:15,237.7,0.631
2/4/2023 7:30,237.7,0.852
2/4/2023 7:45,237.7,-0.198
2/4/2023 8:00,237.7,-0.28
2/4/2023 8:15,237.7,0.722
2/4/2023 8:30,237.7,-0.078
2/4/2023 8:45,237.7,0.61
2/4/2023 9:00,237.6,1.076
2/4/2023 9:15,237.8,1.096
2/4/2023 9:30,237.7,1.682
2/4/2023 9:45,237.6,3.623
2/4/2023 10:00,237.7,2.562
2/4/2023 10:15,237.6,3.299
2/4/2023 10:30,237.7,4.108
2/4/2023 10:45,237.6,3.856
2/4/2023 11:00,237.4,3.179
2/4/2023 11:15,237.6,3.179
2/4/2023 11:30,237.5,4.966
2/4/2023 11:45,237.3,4.432
2/4/2023 12:00,237.4,4.694
2/4/2023 12:15,237.4,5.19
2/4/2023 12:30,237.2,5.643
2/4/2023 12:45,237.3,5.078
2/4/2023 13:00,237.1,5.824
2/4/2023 13:15,237.4,5.785
2/4/2023 13:30,237.2,5.734
2/4/2023 13:45,237.4,6.572
2/4/2023 14:00,237.3,6.39
2/4/2023 14:15,237.4,6.491
2/4/2023 14:30,237.3,6.542
2/4/2023 14:45,237.4,7.106
2/4/2023 15:00,237.3,7.106
2/4/2023 15:15,237.4,6.956
2/4/2023 15:30,237.3,6.905
2/4/2023 15:45,237.3,6.905
2/4/2023 16:00,237.2,6.814
2/4/2023 16:15,237.2,6.784
2/4/2023 16:30,237.2,6.764
2/4/2023 16:45,237.4,6.662
2/4/2023 17:00,237.3,6.542
2/4/2023 17:15,237.3,5.986
2/4/2023 17:30,237.3,6.209
2/4/2023 17:45,237.3,6.016
2/4/2023 18:00,237.4,5.906
2/4/2023 18:15,237.4,5.896
2/4/2023 18:30,237.3,5.764
2/4/2023 18:45,237.4,5.906
2/4/2023 19:00,237.5,5.937
2/4/2023 19:15,237.4,5.986
2/4/2023 19:30,237.4,5.856
2/4/2023 19:45,237.4,6.37
2/4/2023 20:00,237.4,6.37
2/4/2023 20:15,237.2,6.238
2/4/2023 20:30,237.2,6.31
2/4/2023 20:45,237.4,6.39
2/4/2023 21:00,237.4,6.3
2/4/2023 21:15,237.4,6.662
2/4/2023 21:30,237.4,4.654
2/4/2023 21:45,237.3,6.532
2/4/2023 22:00,237.4,6.824
2/4/2023 22:15,237.4,6.694
2/4/2023 22:30,237.2,6.854
2/4/2023 22:45,237.3,6.613
2/4/2023 23:00,237.4,5.39
2/4/2023 23:15,237.3,5.118
2/4/2023 23:30,237.4,5.583
2/4/2023 23:45,237.3,3.218
2/5/2023 0:00,237.3,0.975
2/5/2023 0:15,237.3,2.754
2/5/2023 0:30,237.4,8.22
2/5/2023 0:45,237.1,7.924
2/5/2023 1:00,237.3,3.138
2/5/2023 1:15,237.3,6.329
2/5/2023 1:30,237.2,2.178
2/5/2023 1:45,237.4,0.792
2/5/2023 2:00,237.4,1.116
2/5/2023 2:15,237.4,1.238
2/5/2023 2:30,237.2,1.722
2/5/2023 2:45,237.3,4.624
2/5/2023 3:00,237.3,2.411
2/5/2023 3:15,237.4,4.594
2/5/2023 3:30,237.4,6.905
2/5/2023 3:45,237.3,1.196
2/5/2023 4:00,237.4,0.792
2/5/2023 4:15,237.4,1.562
2/5/2023 4:30,237.4,1.358
2/5/2023 4:45,237.4,1.318
2/5/2023 5:00,237.3,2.188
2/5/2023 5:15,237.4,3.846
2/5/2023 5:30,237.4,2.239
2/5/2023 5:45,237.4,2.572
2/5/2023 6:00,237.4,2.39
2/5/2023 6:15,237.5,2.128
2/5/2023 6:30,237.6,2.896
2/5/2023 6:45,237.6,4.149
2/5/2023 7:00,237.7,3.088
2/5/2023 7:15,237.7,2.43
2/5/2023 7:30,237.8,1.358
2/5/2023 7:45,237.8,2.128
2/5/2023 8:00,237.9,2.492
2/5/2023 8:15,237.9,3.078
2/5/2023 8:30,237.9,3.28
2/5/2023 8:45,238,3.017
2/5/2023 9:00,238,3.886
2/5/2023 9:15,238.1,3.846
2/5/2023 9:30,238.1,4.028
2/5/2023 9:45,238.2,4.228
2/5/2023 10:00,238.2,3.684
2/5/2023 10:15,238.4,3.886
2/5/2023 10:30,238.3,3.997
2/5/2023 10:45,238.3,4.158
2/5/2023 11:00,238.4,4.27
2/5/2023 11:15,238.2,4.29
2/5/2023 11:30,238.3,4.573
2/5/2023 11:45,238.3,4.906
2/5/2023 12:00,238.1,6.29
2/5/2023 12:15,238.3,5.906
2/5/2023 12:30,238.3,6.582
2/5/2023 12:45,238.2,6.29
2/5/2023 13:00,238.2,6.542
2/5/2023 13:15,238.1,6.794
2/5/2023 13:30,238.1,5.866
2/5/2023 13:45,238,5.472
2/5/2023 14:00,238,5.26
2/5/2023 14:15,238.1,5.38
2/5/2023 14:30,238,5.238
2/5/2023 14:45,238.1,5.562
2/5/2023 15:00,238.1,6.714
2/5/2023 15:15,238,6.259
2/5/2023 15:30,238,5.795
2/5/2023 15:45,238,5.351
2/5/2023 16:00,238.1,5.361
2/5/2023 16:15,238,5.238
2/5/2023 16:30,238,4.27
2/5/2023 16:45,238.6,2.622
2/5/2023 17:00,238.1,2.855
2/5/2023 17:15,238.1,2.836
2/5/2023 17:30,238.1,3.401
2/5/2023 17:45,238.1,4.29
2/5/2023 18:00,238.1,4.734
2/5/2023 18:15,238.1,4.452
2/5/2023 18:30,238.1,4.32
2/5/2023 18:45,238.1,4.26
2/5/2023 19:00,238.1,3.997
2/5/2023 19:15,238.1,3.946
2/5/2023 19:30,238.1,4.209
2/5/2023 19:45,238.1,4.492
2/5/2023 20:00,238.1,4.31
2/5/2023 20:15,238.1,3.866
2/5/2023 20:30,238.1,2.804
2/5/2023 20:45,238.2,2.43
2/5/2023 21:00,238.2,1.51
2/5/2023 21:15,238.1,1.106
2/5/2023 21:30,238.2,0.894
2/5/2023 21:45,238.3,0.61
2/5/2023 22:00,238.5,0.57
2/5/2023 22:15,238.6,0.448
2/5/2023 22:30,238.8,0.57
2/5/2023 22:45,238.9,0.448
2/5/2023 23:00,239.2,0.61
2/5/2023 23:15,239.2,0.61
2/5/2023 23:30,239.5,0.702
2/5/2023 23:45,239.5,0.924
2/6/2023 0:00,239.7,1.004
2/6/2023 0:15,239.6,1.176
2/6/2023 0:30,239.6,1.196
2/6/2023 0:45,239.6,1.056
2/6/2023 1:00,239.7,0.813
2/6/2023 1:15,239.7,0.994
2/6/2023 1:30,239.7,1.056
2/6/2023 1:45,239.7,1.318
2/6/2023 2:00,239.7,1.238
2/6/2023 2:15,239.7,1.43
2/6/2023 2:30,239.7,1.642
2/6/2023 2:45,239.8,1.51
2/6/2023 3:00,239.7,1.541
2/6/2023 3:15,239.8,1.591
2/6/2023 3:30,239.8,1.41
2/6/2023 3:45,239.8,1.309
2/6/2023 4:00,239.7,1.277
2/6/2023 4:15,239.8,1.137
2/6/2023 4:30,239.8,1.338
2/6/2023 4:45,239.8,1.207
2/6/2023 5:00,239.8,1.47
2/6/2023 5:15,239.9,1.147
2/6/2023 5:30,239.8,0.884
2/6/2023 5:45,239.9,0.832
2/6/2023 6:00,239.8,1.39
2/6/2023 6:15,239.8,1.46
2/6/2023 6:30,239.8,0.894
2/6/2023 6:45,239.8,0.914
2/6/2023 7:00,239.9,0.661
2/6/2023 7:15,239.8,0.823
2/6/2023 7:30,239.8,1.066
2/6/2023 7:45,239.9,0.57
2/6/2023 8:00,239.7,0.641
2/6/2023 8:15,239.8,0.508
2/6/2023 8:30,239.8,0.448
2/6/2023 8:45,239.8,0.388
2/6/2023 9:00,239.8,0.388
2/6/2023 9:15,239.9,0.448
2/6/2023 9:30,239.9,0.59
2/6/2023 9:45,239.8,0.508
2/6/2023 10:00,239.8,0.508
2/6/2023 10:15,239.8,0.651
2/6/2023 10:30,239.8,1.076
2/6/2023 10:45,239.8,0.975
2/6/2023 11:00,239.8,1.328
2/6/2023 11:15,239.7,1.096
2/6/2023 11:30,239.8,1.196
2/6/2023 11:45,239.8,1.328
2/6/2023 12:00,239.8,1.369
2/6/2023 12:15,239.6,1.734
2/6/2023 12:30,239.6,2.006
2/6/2023 12:45,239.8,2.522
2/6/2023 13:00,239.8,2.713
2/6/2023 13:15,239.8,2.612
2/6/2023 13:30,239.8,3.188
2/6/2023 13:45,239.7,2.562
2/6/2023 14:00,239.7,2.774
2/6/2023 14:15,239.7,3.34
2/6/2023 14:30,239.6,3.169
2/6/2023 14:45,239.7,3.239
2/6/2023 15:00,239.8,3.846
2/6/2023 15:15,239.6,3.603
2/6/2023 15:30,239.7,3.562
2/6/2023 15:45,239.8,3.412
2/6/2023 16:00,239.8,3.482
2/6/2023 16:15,239.6,3.34
2/6/2023 16:30,239.7,3.471
2/6/2023 16:45,239.7,3.32
2/6/2023 17:00,239.6,3.26
2/6/2023 17:15,239.6,3.198
2/6/2023 17:30,239.6,3.159
2/6/2023 17:45,239.6,3.138
2/6/2023 18:00,239.6,3.036
2/6/2023 18:15,239.6,2.865
2/6/2023 18:30,239.6,2.734
2/6/2023 18:45,239.6,2.794
2/6/2023 19:00,239.6,2.44
2/6/2023 19:15,239.6,1.4
2/6/2023 19:30,239.6,1.338
2/6/2023 19:45,239.6,1.196
2/6/2023 20:00,239.7,1.116
2/6/2023 20:15,239.7,1.439
2/6/2023 20:30,239.6,1.288
2/6/2023 20:45,239.7,1.238
2/6/2023 21:00,239.7,1.056
2/6/2023 21:15,239.7,0.964
2/6/2023 21:30,239.7,0.489
2/6/2023 21:45,239.7,0.307
2/6/2023 22:00,239.7,-0.016
2/6/2023 22:15,239.7,-0.229
2/6/2023 22:30,239.7,0.012
2/6/2023 22:45,239.7,-0.219
2/6/2023 23:00,239.7,-0.159
2/6/2023 23:15,239.8,-0.148
2/6/2023 23:30,239.8,-0.401
2/6/2023 23:45,239.7,-0.38
2/7/2023 0:00,239.7,-0.532
2/7/2023 0:15,239.7,-0.33
2/7/2023 0:30,239.8,-0.26
2/7/2023 0:45,239.8,-0.159
2/7/2023 1:00,239.8,-0.006
2/7/2023 1:15,239.8,-0.24
2/7/2023 1:30,239.7,-0.3
2/7/2023 1:45,239.8,-0.31
2/7/2023 2:00,239.8,0.074
2/7/2023 2:15,239.8,0.084
2/7/2023 2:30,239.8,0.145
2/7/2023 2:45,239.8,0.024
2/7/2023 3:00,239.8,0.185
2/7/2023 3:15,239.8,0.205
2/7/2023 3:30,239.8,0.155
2/7/2023 3:45,239.8,-0.016
2/7/2023 4:00,239.8,0.024
2/7/2023 4:15,239.8,-0.078
2/7/2023 4:30,239.8,-0.178
2/7/2023 4:45,239.8,-0.28
2/7/2023 5:00,239.8,-0.33
2/7/2023 5:15,239.8,-0.704
2/7/2023 5:30,239.8,-0.38
2/7/2023 5:45,239.7,-0.057
2/7/2023 6:00,239.8,-0.098
2/7/2023 6:15,239.8,-0.016
2/7/2023 6:30,239.8,-0.016
2/7/2023 6:45,239.8,0.034
2/7/2023 7:00,239.8,-0.208
2/7/2023 7:15,239.8,-0.229
2/7/2023 7:30,239.8,-0.016
2/7/2023 7:45,239.8,-0.067
2/7/2023 8:00,239.8,0.054
2/7/2023 8:15,239.8,-0.28
2/7/2023 8:30,239.8,-0.24
2/7/2023 8:45,239.8,-0.036
2/7/2023 9:00,239.8,0.327
2/7/2023 9:15,239.8,0.651
2/7/2023 9:30,239.8,0.954
2/7/2023 9:45,239.9,1.824
2/7/2023 10:00,239.8,2.39
2/7/2023 10:15,239.7,2.855
2/7/2023 10:30,239.8,4.149
2/7/2023 10:45,239.8,4.997
2/7/2023 11:00,239.6,6.209
2/7/2023 11:15,239.6,6.592
2/7/2023 11:30,239.6,5.744
2/7/2023 11:45,239.5,5.785
2/7/2023 12:00,239.8,6.471
2/7/2023 12:15,239.5,5.238
2/7/2023 12:30,239.5,5.795
2/7/2023 12:45,239.6,6.067
2/7/2023 13:00,239.4,6.168
2/7/2023 13:15,239.5,6.29
2/7/2023 13:30,239.4,7.167
2/7/2023 13:45,239.4,6.572
2/7/2023 14:00,239.4,6.753
2/7/2023 14:15,239.4,6.602
2/7/2023 14:30,239.4,6.512
2/7/2023 14:45,239.4,7.097
2/7/2023 15:00,239.3,7.349
2/7/2023 15:15,239.3,7.118
2/7/2023 15:30,239.3,6.733
2/7/2023 15:45,239.4,6.986
2/7/2023 16:00,239.3,6.652
2/7/2023 16:15,239.3,6.189
2/7/2023 16:30,239.3,6.088
2/7/2023 16:45,239.3,5.996
2/7/2023 17:00,239.3,5.814
2/7/2023 17:15,239.3,6.007
2/7/2023 17:30,239.3,5.896
2/7/2023 17:45,239.4,6.452
2/7/2023 18:00,239.3,6.148
2/7/2023 18:15,239.4,5.937
2/7/2023 18:30,239.4,5.583
2/7/2023 18:45,239.5,4.835
2/7/2023 19:00,239.3,4.209
2/7/2023 19:15,239.4,4.734
2/7/2023 19:30,239.4,5.27
2/7/2023 19:45,239.4,5.018
2/7/2023 20:00,239.5,4.766
2/7/2023 20:15,239.4,4.986
2/7/2023 20:30,239.5,5.724
2/7/2023 20:45,239.4,4.956
2/7/2023 21:00,239.4,5.664
2/7/2023 21:15,239.4,5.3
2/7/2023 21:30,239.5,4.573
2/7/2023 21:45,239.4,4.37
2/7/2023 22:00,239.5,4.472
2/7/2023 22:15,239.4,4.199
2/7/2023 22:30,239.4,4.492
2/7/2023 22:45,239.5,4.614
2/7/2023 23:00,239.4,4.492
2/7/2023 23:15,239.4,4.492
2/7/2023 23:30,239.4,3.987
2/7/2023 23:45,239.5,5.078
2/8/2023 0:00,239.5,4.472
2/8/2023 0:15,239.5,2.633
2/8/2023 0:30,239.4,1.976
2/8/2023 0:45,239.4,2.268
2/8/2023 1:00,239.4,1.824
2/8/2023 1:15,239.4,1.51
2/8/2023 1:30,239.6,1.874
2/8/2023 1:45,239.6,2.43
2/8/2023 2:00,239.6,2.249
2/8/2023 2:15,239.5,3.886
2/8/2023 2:30,239.6,3.946
2/8/2023 2:45,239.6,3.886
2/8/2023 3:00,239.5,3.724
2/8/2023 3:15,239.5,3.603
2/8/2023 3:30,239.6,3.331
2/8/2023 3:45,239.6,2.966
2/8/2023 4:00,239.7,2.814
2/8/2023 4:15,239.7,2.654
2/8/2023 4:30,239.7,2.36
2/8/2023 4:45,239.6,2.288
2/8/2023 5:00,239.8,2.268
2/8/2023 5:15,239.8,2.836
2/8/2023 5:30,239.7,2.592
2/8/2023 5:45,239.8,2.218
2/8/2023 6:00,239.5,2.148
2/8/2023 6:15,239.8,1.844
2/8/2023 6:30,239.7,1.42
2/8/2023 6:45,239.6,1.207
2/8/2023 7:00,239.6,1.116
2/8/2023 7:15,239.8,0.59
2/8/2023 7:30,239.7,0.205
2/8/2023 7:45,239.7,-0.078
2/8/2023 8:00,239.7,-0.178
2/8/2023 8:15,239.7,-0.522
2/8/2023 8:30,239.7,-0.816
2/8/2023 8:45,239.7,-0.684
2/8/2023 9:00,239.8,-0.036
2/8/2023 9:15,239.9,-0.502
2/8/2023 9:30,239.8,-0.3
2/8/2023 9:45,239.9,0.388
2/8/2023 10:00,239.8,0.813
2/8/2023 10:15,239.8,0.994
2/8/2023 10:30,239.7,0.732
2/8/2023 10:45,239.6,0.864
2/8/2023 11:00,240.1,0.803
2/8/2023 11:15,239.7,1.014
2/8/2023 11:30,239.6,1.014
2/8/2023 11:45,239.8,1.309
2/8/2023 12:00,239.8,1.196
2/8/2023 12:15,240,1.439
2/8/2023 12:30,239.7,1.642
2/8/2023 12:45,239.7,1.702
2/8/2023 13:00,239.5,1.896
2/8/2023 13:15,239.6,1.662
2/8/2023 13:30,239.5,2.411
2/8/2023 13:45,239.8,1.783
2/8/2023 14:00,239.5,1.915
2/8/2023 14:15,239.7,1.996
2/8/2023 14:30,239.6,1.682
2/8/2023 14:45,239.6,1.582
2/8/2023 15:00,239.7,2.309
2/8/2023 15:15,239.7,1.954
2/8/2023 15:30,239.7,1.672
2/8/2023 15:45,239.6,1.369
2/8/2023 16:00,239.4,2.249
2/8/2023 16:15,239.4,2.046
2/8/2023 16:30,239.7,2.249
2/8/2023 16:45,239.6,2.026
2/8/2023 17:00,239.6,2.087
2/8/2023 17:15,239.6,2.056
2/8/2023 17:30,239.6,1.622
2/8/2023 17:45,239.6,1.42
2/8/2023 18:00,239.6,0.944
2/8/2023 18:15,239.7,0.914
2/8/2023 18:30,239.7,0.813
2/8/2023 18:45,239.7,0.428
2/8/2023 19:00,239.8,0.631
2/8/2023 19:15,239.7,-0.766
2/8/2023 19:30,239.7,-0.846
2/8/2023 19:45,239.7,-1.11
2/8/2023 20:00,239.7,-1.09
2/8/2023 20:15,239.8,-1.21
2/8/2023 20:30,239.8,-1.15
2/8/2023 20:45,239.9,-1.505
2/8/2023 21:00,239.8,-1.838
2/8/2023 21:15,239.8,-1.576
2/8/2023 21:30,239.8,-1.94
2/8/2023 21:45,239.8,-1.788
2/8/2023 22:00,239.8,-2.102
2/8/2023 22:15,239.8,-1.22
2/8/2023 22:30,239.9,-0.796
2/8/2023 22:45,239.8,-0.766
2/8/2023 23:00,239.8,-1.15
2/8/2023 23:15,239.8,-1.21
2/8/2023 23:30,239.9,-1.16
2/8/2023 23:45,239.9,-1.059
2/9/2023 0:00,239.8,-1.494
2/9/2023 0:15,239.8,-2.538
2/9/2023 0:30,239.8,-3.246
2/9/2023 0:45,239.8,-3.925
2/9/2023 1:00,239.8,-2.943
2/9/2023 1:15,239.9,-2.366
2/9/2023 1:30,239.9,-3.652
2/9/2023 1:45,239.9,-3.885
2/9/2023 2:00,240,-3.196
2/9/2023 2:15,240,-3.986
2/9/2023 2:30,240,-3.418
2/9/2023 2:45,240,-3.723
2/9/2023 3:00,240,-3.824
2/9/2023 3:15,240,-4.28
2/9/2023 3:30,240,-4.371
2/9/2023 3:45,239.9,-4.392
2/9/2023 4:00,240,-4.352
2/9/2023 4:15,240,-4.311
2/9/2023 4:30,240,-4.068
2/9/2023 4:45,240,-3.946
2/9/2023 5:00,240,-4.148
2/9/2023 5:15,240,-4.026
2/9/2023 5:30,240,-4.28
2/9/2023 5:45,240,-4.168
2/9/2023 6:00,239.9,-3.864
2/9/2023 6:15,240,-3.764
2/9/2023 6:30,240,-3.986
2/9/2023 6:45,240,-4.048
2/9/2023 7:00,240,-3.956
2/9/2023 7:15,240,-3.966
2/9/2023 7:30,240,-4.006
2/9/2023 7:45,240,-4.27
2/9/2023 8:00,240,-4.087
2/9/2023 8:15,240,-3.662
2/9/2023 8:30,240,-3.632
2/9/2023 8:45,240,-2.466
2/9/2023 9:00,240,-2.366
2/9/2023 9:15,240,-1.768
2/9/2023 9:30,240.1,-1.505
2/9/2023 9:45,240,0.155
2/9/2023 10:00,240,0.266
2/9/2023 10:15,239.9,1.582
2/9/2023 10:30,240,1.439
2/9/2023 10:45,239.9,0.742
2/9/2023 11:00,239.7,1.804
2/9/2023 11:15,239.6,0.67
2/9/2023 11:30,239.9,1.217
2/9/2023 11:45,239.7,1.662
2/9/2023 12:00,239.8,1.864
2/9/2023 12:15,239.8,2.592
2/9/2023 12:30,239.8,2.592
2/9/2023 12:45,239.8,4.31
2/9/2023 13:00,239.9,3.532
2/9/2023 13:15,239.8,3.927
2/9/2023 13:30,239.8,4.594
2/9/2023 13:45,239.8,3.784
2/9/2023 14:00,239.7,4.038
2/9/2023 14:15,239.2,4.492
2/9/2023 14:30,239.6,4.643
2/9/2023 14:45,239.4,4.522
2/9/2023 15:00,239.6,4.856
2/9/2023 15:15,239.5,5.057
2/9/2023 15:30,239.5,4.754
2/9/2023 15:45,239.7,4.008
2/9/2023 16:00,239.7,4.27
2/9/2023 16:15,239.4,4.31
2/9/2023 16:30,239.5,3.987
2/9/2023 16:45,239.5,3.987
2/9/2023 17:00,239.6,4.411
2/9/2023 17:15,239.6,4.189
2/9/2023 17:30,239.6,3.724
2/9/2023 17:45,239.6,3.471
2/9/2023 18:00,239.6,3.179
2/9/2023 18:15,239.6,2.713
2/9/2023 18:30,239.5,2.128
2/9/2023 18:45,239.5,2.178
2/9/2023 19:00,239.5,2.106
2/9/2023 19:15,239.6,2.006
2/9/2023 19:30,239.6,2.288
2/9/2023 19:45,239.6,2.45
2/9/2023 20:00,239.7,2.572
2/9/2023 20:15,239.6,2.43
2/9/2023 20:30,239.6,1.906
2/9/2023 20:45,239.6,2.622
2/9/2023 21:00,239.7,2.42
2/9/2023 21:15,239.7,2.875
2/9/2023 21:30,239.6,2.826
2/9/2023 21:45,239.6,2.896
2/9/2023 22:00,239.6,2.713
2/9/2023 22:15,239.6,2.43
2/9/2023 22:30,239.6,2.512
2/9/2023 22:45,239.6,2.43
2/9/2023 23:00,239.6,2.411
2/9/2023 23:15,239.7,2.683
2/9/2023 23:30,239.6,3.138
2/9/2023 23:45,239.6,2.45
